Neighbourhood Name,MCI,number_of_crime,Hood_ID,population_density,Unemployment rate,Population,Average age,household_income
Woburn,Robbery,67.0,137.0,4345.0,10.6,54615.0,39.40217888858372,629030.0
Woburn,Theft Over,16.0,137.0,4345.0,10.6,54615.0,39.40217888858372,629030.0
Woburn,bicycle theft,17.0,137.0,4345.0,10.6,54615.0,39.40217888858372,629030.0
Woburn,homicide,1.0,137.0,4345.0,10.6,54615.0,39.40217888858372,629030.0
Woodbine Corridor,Assault,81.0,64.0,7838.0,7.7,12700.0,38.94586614173228,240272.0
Woodbine Corridor,Auto Theft,9.0,64.0,7838.0,7.7,12700.0,38.94586614173228,240272.0
Woodbine Corridor,Break and Enter,49.0,64.0,7838.0,7.7,12700.0,38.94586614173228,240272.0
Woodbine Corridor,Robbery,7.0,64.0,7838.0,7.7,12700.0,38.94586614173228,240272.0
Woodbine Corridor,Theft Over,6.0,64.0,7838.0,7.7,12700.0,38.94586614173228,240272.0
Woodbine Corridor,bicycle theft,27.0,64.0,7838.0,7.7,12700.0,38.94586614173228,240272.0
Woodbine-Lumsden,Assault,33.0,60.0,6722.0,6.6,8000.0,41.5246875,147462.0
Woodbine-Lumsden,Auto Theft,1.0,60.0,6722.0,6.6,8000.0,41.5246875,147462.0
Woodbine-Lumsden,Break and Enter,12.0,60.0,6722.0,6.6,8000.0,41.5246875,147462.0
Woodbine-Lumsden,Robbery,3.0,60.0,6722.0,6.6,8000.0,41.5246875,147462.0
Woodbine-Lumsden,Theft Over,5.0,60.0,6722.0,6.6,8000.0,41.5246875,147462.0
Woodbine-Lumsden,bicycle theft,5.0,60.0,6722.0,6.6,8000.0,41.5246875,147462.0
Wychwood,Assault,85.0,94.0,8541.0,5.2,15225.0,45.86551724137931,239484.0
Wychwood,Auto Theft,18.0,94.0,8541.0,5.2,15225.0,45.86551724137931,239484.0
Wychwood,Break and Enter,27.0,94.0,8541.0,5.2,15225.0,45.86551724137931,239484.0
Wychwood,Robbery,9.0,94.0,8541.0,5.2,15225.0,45.86551724137931,239484.0
Wychwood,Theft Over,2.0,94.0,8541.0,5.2,15225.0,45.86551724137931,239484.0
Wychwood,bicycle theft,37.0,94.0,8541.0,5.2,15225.0,45.86551724137931,239484.0
Yonge-Eglinton,Assault,68.0,100.0,7162.0,6.9,11975.0,40.151983298538624,222648.0
Yonge-Eglinton,Auto Theft,4.0,100.0,7162.0,6.9,11975.0,40.151983298538624,222648.0
Yonge-Eglinton,Break and Enter,19.0,100.0,7162.0,6.9,11975.0,40.151983298538624,222648.0
Yonge-Eglinton,Robbery,17.0,100.0,7162.0,6.9,11975.0,40.151983298538624,222648.0
Yonge-Eglinton,Theft Over,3.0,100.0,7162.0,6.9,11975.0,40.151983298538624,222648.0
Yonge-Eglinton,bicycle theft,21.0,100.0,7162.0,6.9,11975.0,40.151983298538624,222648.0
Yonge-St.Clair,Assault,39.0,97.0,10708.0,5.9,13005.0,47.00384467512495,541217.0
Yonge-St.Clair,Auto Theft,7.0,97.0,10708.0,5.9,13005.0,47.00384467512495,541217.0
Yonge-St.Clair,Break and Enter,13.0,97.0,10708.0,5.9,13005.0,47.00384467512495,541217.0
Yonge-St.Clair,Robbery,6.0,97.0,10708.0,5.9,13005.0,47.00384467512495,541217.0
Yonge-St.Clair,Theft Over,8.0,97.0,10708.0,5.9,13005.0,47.00384467512495,541217.0
Yonge-St.Clair,bicycle theft,17.0,97.0,10708.0,5.9,13005.0,47.00384467512495,541217.0
York University Heights,Assault,358.0,27.0,2086.0,10.7,27980.0,38.65484274481773,302358.0
York University Heights,Auto Theft,106.0,27.0,2086.0,10.7,27980.0,38.65484274481773,302358.0
York University Heights,Break and Enter,98.0,27.0,2086.0,10.7,27980.0,38.65484274481773,302358.0
York University Heights,Robbery,70.0,27.0,2086.0,10.7,27980.0,38.65484274481773,302358.0
York University Heights,Theft Over,34.0,27.0,2086.0,10.7,27980.0,38.65484274481773,302358.0
York University Heights,bicycle theft,27.0,27.0,2086.0,10.7,27980.0,38.65484274481773,302358.0
York University Heights,homicide,2.0,27.0,2086.0,10.7,27980.0,38.65484274481773,302358.0
Yorkdale-Glen Park,Assault,178.0,31.0,2451.0,8.0,15570.0,45.10918432883751,213860.0
Yorkdale-Glen Park,Auto Theft,43.0,31.0,2451.0,8.0,15570.0,45.10918432883751,213860.0
Yorkdale-Glen Park,Break and Enter,65.0,31.0,2451.0,8.0,15570.0,45.10918432883751,213860.0
Yorkdale-Glen Park,Robbery,24.0,31.0,2451.0,8.0,15570.0,45.10918432883751,213860.0
Yorkdale-Glen Park,Theft Over,24.0,31.0,2451.0,8.0,15570.0,45.10918432883751,213860.0
Yorkdale-Glen Park,bicycle theft,11.0,31.0,2451.0,8.0,15570.0,45.10918432883751,213860.0
Yorkdale-Glen Park,homicide,1.0,31.0,2451.0,8.0,15570.0,45.10918432883751,213860.0
City of Toronto,,,,4334.0,8.2,2797575.0,41.3402223354155,81495.0
